frequency_mode,seed,K,sigma_omega,rho,max_delta,Lambda_K,eta,t_f_num,phi_bar_tf,T_eta_pred,T_eta_sim,relative_error,fast_threshold_reached,hitting_threshold_reached,locked_profile_residual,sphere_norm_error
gaussian,4,7.5,0.32,0.09340725712941146,0.7005544284705859,0.013687476298336861,0.82,0.0,0.85,4.40590223373717,4.403722195314869,0.0004950444931835881,True,True,2.9976021664879227e-15,8.775008497607928e-10
gaussian,4,7.5,0.36,0.10508316427058789,0.7881237320294092,0.017334763893174458,0.82,0.0,0.85,3.478886863916978,3.4766989945900075,0.000629295009540674,True,True,2.220446049250313e-16,1.173350305805343e-09
gaussian,4,9.0,0.2,0.04864961308823512,0.4378465177941161,0.004447448336774003,0.82,0.1364256480218281,0.8496882715387313,13.554683954010807,13.55775250710363,0.00022633198911208024,True,True,2.831068712794149e-15,5.447921003209899e-10
gaussian,4,9.0,0.24,0.05837953570588214,0.5254158213529393,0.00640623260599186,0.82,0.1364256480218281,0.849551030916709,9.408684896841832,9.411753522639133,0.0003260418783725725,True,True,3.469446951953614e-15,5.757626597713283e-10
gaussian,4,9.0,0.28,0.0681094583235292,0.6129851249117628,0.008722665974169541,0.82,0.0,0.8499999999999999,6.91367554090116,6.911846326678499,0.00026464914527980175,True,True,1.3655743202889425e-14,6.390826756685897e-10
gaussian,4,9.0,0.32,0.0778393809411762,0.7005544284705859,0.011397506018760304,0.82,0.0,0.85,5.291129682037786,5.289309357938934,0.0003441515660489656,True,True,6.206146707654625e-14,7.588487616061457e-10
gaussian,4,9.0,0.36,0.08756930355882325,0.7881237320294092,0.014431630219951651,0.82,0.0,0.85,4.178715881570654,4.176898558607723,0.00043508908282818994,True,True,4.996003610813204e-16,9.338640971634504e-10
gaussian,4,10.5,0.2,0.04169966836134439,0.4378465177941161,0.003811414790418957,0.82,0.1364256480218281,0.8497337668392,15.817940885062317,15.820778386753968,0.00017935284992216474,True,True,2.831068712794149e-15,5.384599433000403e-10
gaussian,4,10.5,0.24,0.05003960203361327,0.5254158213529393,0.005489637149741274,0.82,0.1364256480218281,0.8496165807882872,10.980937830897945,10.983774373888885,0.00025824847583202015,True,True,3.164135620181696e-15,5.690148352499591e-10
gaussian,4,10.5,0.28,0.058379535705882175,0.6129851249117628,0.007473938040323846,0.82,0.1364256480218281,0.8494780446673611,8.064383877640902,8.067216856739703,0.00035117180424311563,True,True,3.1086244689504383e-15,6.206984926038217e-10
gaussian,4,10.5,0.32,0.06671946937815104,0.7005544284705859,0.009764793053447907,0.82,0.0,0.85,6.175828004442273,6.174258582087291,0.00025418798615516785,True,True,1.3100631690576847e-14,6.966096588456594e-10
